-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 03/31/2021 
Location: Latitude  21.4484   Longitude -157.7559 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 28.59 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,PRECTOTCORR,WS10M
2014,12,8,24.3,0.07,1.96
2014,12,9,24.82,0.03,2.02
2014,12,10,24.37,1.62,4.33
2014,12,11,24.04,1.29,7.29
2014,12,12,24.1,0.23,4.77
2014,12,13,23.98,0.73,8.34
2014,12,14,23.27,2.05,10.38
2014,12,15,23.53,0.66,10.04
2014,12,16,24.02,1.01,9.35
2014,12,17,24.23,0.41,7.94
2014,12,18,24.19,0.7,8.76
2014,12,19,24.59,0.01,7.64
2014,12,20,24.87,0.05,5.24
2014,12,21,24.75,1.84,2.16
2014,12,22,22.84,13.05,7.76
2014,12,23,21.95,8.16,9.09
2014,12,24,22.9,2.61,3.34
2014,12,25,23.58,0.44,3.99
2014,12,26,23.47,0.09,4.04
2014,12,27,22.55,0.04,5.84
2014,12,28,21.91,0.07,5.37
2014,12,29,22.48,0.04,2.66
2014,12,30,22.4,10.16,6.16
2014,12,31,21.23,0.31,7.16
2015,1,1,21.39,0.41,3.73
2015,1,2,22.45,13.91,6.9
2015,1,3,21.56,4.64,8.7
2015,1,4,21.87,3.22,4.68
2015,1,5,21.65,0.08,3.23
2015,1,6,21.75,0.87,7.42
2015,1,7,21.46,0.16,6.45
2015,1,8,22.36,0.12,3.95
2015,1,9,23.15,0.18,3.74
2015,1,10,23.51,0.06,3.95
2015,1,11,23.26,0.03,2.18
2015,1,12,23.23,0.01,2.62
2015,1,13,23.15,0.0,2.8
2015,1,14,23.7,0.03,3.34
2015,1,15,24.31,1.62,3.96
2015,1,16,23.76,0.62,2.81
2015,1,17,23.77,0.28,2.28
2015,1,18,23.65,0.04,3.12
2015,1,19,24.66,0.96,2.06
2015,1,20,24.37,0.03,2.41
2015,1,21,24.19,0.01,2.48
2015,1,22,24.07,0.08,4.13
2015,1,23,24.24,2.53,4.17
2015,1,24,22.66,3.32,5.91
2015,1,25,21.98,3.17,7.09
2015,1,26,22.52,0.34,7.28
2015,1,27,23.19,0.19,5.62
2015,1,28,23.85,0.12,2.3
2015,1,29,23.99,0.84,5.57
2015,1,30,23.41,0.19,3.33
2015,1,31,22.82,0.21,3.3
2015,2,1,23.37,0.96,3.95
2015,2,2,24.19,0.61,6.95
2015,2,3,24.96,7.61,7.78
2015,2,4,24.57,1.6,7.4
2015,2,5,23.59,0.7,6.69
2015,2,6,23.1,0.02,5.62
2015,2,7,22.76,0.02,4.01
2015,2,8,22.73,0.01,3.45
2015,2,9,24.34,1.58,8.49
2015,2,10,23.73,4.24,6.49
2015,2,11,23.43,0.03,5.36
2015,2,12,22.56,0.01,2.19
2015,2,13,24.15,1.28,9.12
2015,2,14,24.3,9.95,10.19
2015,2,15,21.58,1.0,4.05
2015,2,16,22.79,0.06,2.19
2015,2,17,23.62,0.03,3.25
2015,2,18,23.72,0.06,2.41
2015,2,19,24.29,2.16,5.31
2015,2,20,22.91,6.9,5.04
2015,2,21,22.17,0.04,5.27
2015,2,22,23.44,0.21,4.48
2015,2,23,24.06,0.45,5.37
2015,2,24,23.66,0.17,6.98
2015,2,25,23.61,0.5,7.88
2015,2,26,24.26,0.89,3.07
2015,2,27,24.22,2.65,4.09
2015,2,28,23.05,3.82,5.91
2015,3,1,23.0,3.5,6.8
2015,3,2,23.44,1.72,6.32
2015,3,3,23.34,1.59,7.29
2015,3,4,22.45,10.25,7.05
2015,3,5,22.0,6.69,7.92
2015,3,6,21.48,4.95,8.05
2015,3,7,21.23,1.13,6.7
2015,3,8,20.96,1.51,5.29
2015,3,9,20.86,0.08,4.59
2015,3,10,21.01,1.27,3.62
2015,3,11,21.9,1.41,2.87
2015,3,12,21.66,4.6,5.04
2015,3,13,20.51,0.02,8.34
2015,3,14,21.11,0.42,6.9
2015,3,15,21.8,0.75,5.11
2015,3,16,22.44,0.13,1.68
2015,3,17,23.19,0.0,1.09
2015,3,18,23.8,0.06,1.88
2015,3,19,22.39,1.14,5.67
2015,3,20,22.66,1.28,7.95
2015,3,21,23.16,1.84,7.88
2015,3,22,23.65,0.44,7.66
2015,3,23,23.85,0.03,5.2
2015,3,24,23.88,0.14,2.38
2015,3,25,22.7,1.02,6.47
2015,3,26,22.56,0.81,9.28
2015,3,27,23.35,0.1,7.59
2015,3,28,23.7,5.15,4.96
2015,3,29,23.88,3.53,6.63
2015,3,30,23.73,3.6,8.37
2015,3,31,24.3,1.17,3.4
2015,4,1,24.08,0.51,7.0
2015,4,2,24.28,0.14,6.51
2015,4,3,24.4,0.28,5.76
2015,4,4,24.07,1.09,8.67
2015,4,5,23.95,0.55,9.32
2015,4,6,23.4,0.68,7.74
2015,4,7,23.41,0.95,8.2
2015,4,8,23.51,0.5,8.49
2015,4,9,23.29,0.22,8.83
2015,4,10,23.38,0.37,7.44
2015,4,11,23.63,0.67,7.55
2015,4,12,23.24,0.7,6.88
2015,4,13,23.5,2.07,8.49
2015,4,14,23.98,1.06,8.41
2015,4,15,23.84,0.54,8.07
2015,4,16,23.79,1.62,8.03
2015,4,17,24.26,1.07,8.79
2015,4,18,24.23,0.22,10.04
2015,4,19,23.98,0.28,10.0
2015,4,20,23.67,0.74,10.2
2015,4,21,24.08,2.61,9.05
2015,4,22,24.63,1.41,6.41
2015,4,23,24.87,1.39,4.95
2015,4,24,25.05,1.18,4.6
2015,4,25,25.16,0.58,3.73
2015,4,26,24.62,6.54,4.97
2015,4,27,23.77,5.26,9.03
2015,4,28,24.28,2.87,9.81
2015,4,29,24.21,3.09,10.3
2015,4,30,24.05,0.93,9.82
2015,5,1,23.84,0.91,9.23
2015,5,2,23.9,0.11,8.12
2015,5,3,24.12,0.25,8.01
2015,5,4,24.46,0.85,8.73
2015,5,5,24.31,0.96,8.56
2015,5,6,24.1,0.24,8.66
2015,5,7,24.0,2.54,8.32
2015,5,8,23.87,1.3,9.61
2015,5,9,23.89,1.54,10.03
2015,5,10,23.89,1.39,9.64
2015,5,11,23.72,0.67,9.76
2015,5,12,23.76,1.57,9.05
2015,5,13,24.02,0.55,8.33
2015,5,14,23.99,1.14,7.63
2015,5,15,23.93,0.35,6.62
2015,5,16,24.19,0.81,8.55
2015,5,17,23.92,1.33,8.37
2015,5,18,24.05,0.86,8.24
2015,5,19,24.21,0.18,7.84
2015,5,20,23.87,1.63,6.38
2015,5,21,24.27,0.72,2.56
2015,5,22,24.19,1.73,2.99
2015,5,23,23.01,3.86,5.95
2015,5,24,22.83,0.92,5.92
2015,5,25,22.98,0.51,3.84
2015,5,26,22.92,1.82,3.0
2015,5,27,23.23,2.01,3.33
2015,5,28,23.87,0.96,3.85
2015,5,29,24.01,0.09,4.0
2015,5,30,24.05,1.93,5.18
2015,5,31,24.29,3.47,7.0
2015,6,1,24.49,1.7,6.7
2015,6,2,24.69,0.25,6.45
2015,6,3,24.64,1.47,6.81
2015,6,4,24.89,0.29,5.93
2015,6,5,25.18,0.06,3.51
2015,6,6,25.16,0.04,3.38
2015,6,7,24.84,0.4,6.04
2015,6,8,24.99,0.51,7.27
2015,6,9,24.58,0.26,7.08
2015,6,10,24.7,0.32,7.02
2015,6,11,24.54,0.36,6.12
2015,6,12,24.82,0.05,5.35
2015,6,13,25.0,0.44,5.23
2015,6,14,25.19,1.18,5.02
2015,6,15,25.48,0.65,5.38
2015,6,16,25.08,0.41,6.68
2015,6,17,25.01,1.38,7.78
2015,6,18,25.2,0.77,7.68
2015,6,19,25.3,0.69,7.84
2015,6,20,25.24,0.43,8.02
2015,6,21,24.87,0.68,6.63
2015,6,22,25.13,1.06,6.89
2015,6,23,25.48,1.11,7.92
2015,6,24,25.35,2.35,7.67
2015,6,25,25.43,1.02,7.01
2015,6,26,25.72,0.75,6.76
2015,6,27,25.76,0.63,6.02
2015,6,28,25.96,1.36,4.7
2015,6,29,26.12,0.19,3.58
2015,6,30,26.12,0.06,2.77
2015,7,1,26.34,0.01,2.11
2015,7,2,26.69,0.05,1.8
2015,7,3,26.98,0.11,4.68
2015,7,4,26.52,0.04,5.57
2015,7,5,26.05,0.05,6.02
2015,7,6,25.76,0.39,7.13
2015,7,7,25.8,1.54,7.8
2015,7,8,26.08,0.73,8.29
2015,7,9,25.93,2.79,7.85
2015,7,10,26.38,1.87,7.36
2015,7,11,26.48,1.9,5.62
2015,7,12,27.06,2.93,4.64
2015,7,13,26.82,1.78,8.88
2015,7,14,26.48,1.68,8.24
2015,7,15,26.51,0.75,7.33
2015,7,16,26.94,2.43,5.03
2015,7,17,26.9,1.06,7.43
2015,7,18,26.26,1.38,6.7
2015,7,19,26.09,0.37,6.33
2015,7,20,26.05,0.68,5.12
2015,7,21,26.83,3.15,5.53
2015,7,22,26.83,1.9,6.05
2015,7,23,26.55,1.03,7.27
2015,7,24,26.26,0.53,7.86
2015,7,25,26.15,0.1,5.32
2015,7,26,27.12,0.13,4.68
2015,7,27,27.01,0.41,6.02
2015,7,28,27.48,0.33,6.38
2015,7,29,27.44,0.27,7.84
2015,7,30,26.86,0.22,8.08
2015,7,31,26.92,1.18,8.45
2015,8,1,26.69,0.33,8.84
2015,8,2,26.38,0.14,8.16
2015,8,3,26.58,1.39,6.58
2015,8,4,26.83,0.74,5.44
2015,8,5,26.94,2.14,7.71
2015,8,6,26.88,1.49,5.78
2015,8,7,27.42,0.5,6.36
2015,8,8,27.08,0.86,9.3
2015,8,9,26.64,1.13,8.73
2015,8,10,26.54,0.29,7.68
2015,8,11,26.75,0.98,6.29
2015,8,12,27.32,0.69,7.13
2015,8,13,27.17,2.67,8.44
2015,8,14,27.13,1.15,8.43
2015,8,15,26.91,0.24,7.91
2015,8,16,26.77,1.14,4.34
2015,8,17,26.99,4.2,2.97
2015,8,18,27.54,6.89,1.55
2015,8,19,27.94,1.88,2.11
2015,8,20,27.97,5.81,2.89
2015,8,21,27.57,3.88,6.55
2015,8,22,27.94,3.1,5.34
2015,8,23,27.98,33.59,1.2
2015,8,24,27.1,8.15,3.18
2015,8,25,27.36,13.18,1.91
2015,8,26,27.45,7.89,1.54
2015,8,27,27.74,2.52,2.84
2015,8,28,28.08,0.53,4.16
2015,8,29,27.85,0.41,6.12
2015,8,30,27.65,1.31,6.71
2015,8,31,27.82,1.5,5.24
2015,9,1,28.01,0.67,5.62
2015,9,2,28.24,2.28,3.83
2015,9,3,28.05,7.83,3.0
2015,9,4,27.55,2.95,5.09
2015,9,5,27.38,0.94,4.18
2015,9,6,27.44,3.67,3.0
2015,9,7,27.62,2.59,1.74
2015,9,8,27.78,1.07,2.7
2015,9,9,28.33,1.29,2.92
2015,9,10,28.48,2.94,3.23
2015,9,11,28.15,10.3,3.42
2015,9,12,27.98,2.37,5.12
2015,9,13,27.73,9.61,7.88
2015,9,14,26.8,6.21,9.12
2015,9,15,26.97,8.79,9.0
2015,9,16,26.95,0.18,7.12
2015,9,17,26.9,0.95,7.59
2015,9,18,27.17,1.41,8.26
2015,9,19,27.23,1.1,7.47
2015,9,20,27.3,1.41,7.99
2015,9,21,27.41,2.82,8.55
2015,9,22,27.15,0.79,8.08
2015,9,23,27.15,2.79,6.93
2015,9,24,26.84,1.83,7.84
2015,9,25,27.08,2.11,9.44
2015,9,26,26.85,2.84,10.81
2015,9,27,26.38,4.99,10.58
2015,9,28,26.14,1.61,9.44
2015,9,29,26.16,4.05,9.48
2015,9,30,26.13,2.23,8.74
2015,10,1,25.76,1.0,7.33
2015,10,2,25.5,0.11,6.98
2015,10,3,25.54,0.29,7.05
2015,10,4,25.95,7.69,6.74
2015,10,5,25.8,5.9,7.23
2015,10,6,25.23,1.19,8.44
2015,10,7,25.33,0.08,5.7
2015,10,8,25.1,0.07,4.11
2015,10,9,26.46,0.02,4.95
2015,10,10,26.48,0.94,5.45
2015,10,11,26.66,4.18,4.8
2015,10,12,26.68,9.52,2.91
2015,10,13,25.77,3.45,5.35
2015,10,14,25.85,5.75,5.5
2015,10,15,25.74,2.02,5.45
2015,10,16,26.17,1.37,6.53
2015,10,17,26.89,2.03,7.22
2015,10,18,26.87,1.57,6.76
2015,10,19,26.49,0.5,6.38
2015,10,20,26.42,3.03,7.62
2015,10,21,26.4,0.46,6.38
2015,10,22,26.5,0.49,6.05
2015,10,23,25.51,0.07,5.07
2015,10,24,25.51,0.08,3.27
2015,10,25,25.69,0.15,2.61
2015,10,26,26.04,3.47,4.61
2015,10,27,25.76,0.72,8.08
2015,10,28,26.16,1.55,7.71
2015,10,29,26.75,0.94,1.73
2015,10,30,26.83,1.79,3.14
2015,10,31,27.3,3.4,3.47
2015,11,1,27.11,1.3,4.58
2015,11,2,27.05,0.41,4.87
2015,11,3,26.59,0.42,7.51
2015,11,4,26.39,1.01,8.27
2015,11,5,26.17,3.16,8.62
2015,11,6,26.41,2.03,9.09
2015,11,7,26.08,2.46,9.45
2015,11,8,25.8,2.53,10.15
2015,11,9,25.86,3.69,9.58
2015,11,10,25.94,0.71,10.13
2015,11,11,25.86,2.42,9.9
2015,11,12,25.42,1.3,10.17
2015,11,13,25.31,3.92,9.95
2015,11,14,25.39,0.64,10.72
2015,11,15,25.62,0.49,10.28
2015,11,16,25.98,0.11,6.78
2015,11,17,25.55,1.44,5.88
2015,11,18,25.69,0.67,6.61
2015,11,19,25.89,17.62,6.6
2015,11,20,25.48,21.18,5.91
2015,11,21,25.87,7.31,4.73
2015,11,22,25.66,22.27,5.22
2015,11,23,25.25,12.37,2.99
2015,11,24,24.8,1.89,4.75
2015,11,25,25.16,4.86,8.72
2015,11,26,25.22,8.88,9.03
2015,11,27,25.4,1.25,9.29
2015,11,28,25.16,0.99,9.61
2015,11,29,25.16,3.22,8.65
2015,11,30,24.93,0.97,7.91
2015,12,1,24.84,0.35,6.83
2015,12,2,24.75,1.29,8.09
2015,12,3,25.16,0.25,7.63
2015,12,4,25.3,0.09,6.39
2015,12,5,25.0,0.33,6.59
2015,12,6,25.19,0.1,5.94
2015,12,7,25.24,0.28,3.39
2015,12,8,24.51,0.71,5.83
2015,12,9,25.09,1.53,8.7
2015,12,10,25.17,1.01,10.02
2015,12,11,25.5,1.19,6.2
2015,12,12,25.55,0.51,3.08
2015,12,13,25.3,1.06,2.62
2015,12,14,24.69,0.7,4.46
2015,12,15,25.11,0.84,7.32
2015,12,16,25.02,1.04,9.75
2015,12,17,24.66,1.13,10.48
2015,12,18,24.41,3.71,10.79
2015,12,19,24.48,2.07,12.19
2015,12,20,24.26,0.54,11.81
2015,12,21,24.62,1.9,10.65
2015,12,22,24.57,1.28,9.63
2015,12,23,24.62,0.71,6.62
2015,12,24,24.32,2.4,6.41
2015,12,25,24.37,1.97,8.93
2015,12,26,24.44,5.67,10.09
2015,12,27,24.57,0.67,9.5
2015,12,28,24.6,2.12,5.36
2015,12,29,24.22,0.49,3.0
2015,12,30,23.69,1.14,6.53
2015,12,31,24.0,0.21,3.74
2016,1,1,23.47,0.84,5.68
2016,1,2,23.12,0.02,5.41
2016,1,3,23.15,0.02,4.05
2016,1,4,23.69,0.11,4.95
2016,1,5,23.43,3.52,7.66
2016,1,6,23.92,1.17,5.91
2016,1,7,24.21,0.08,2.52
2016,1,8,24.27,0.05,2.36
2016,1,9,24.87,0.76,4.32
2016,1,10,24.24,0.24,1.78
2016,1,11,23.57,0.2,1.75
2016,1,12,24.23,0.2,1.81
2016,1,13,24.24,0.04,1.6
2016,1,14,24.24,2.59,2.48
2016,1,15,23.83,1.84,2.02
2016,1,16,23.66,0.0,2.41
2016,1,17,23.48,0.01,2.33
2016,1,18,23.73,0.05,1.16
2016,1,19,24.06,0.36,1.52
2016,1,20,23.47,1.27,4.1
2016,1,21,22.96,0.01,4.95
2016,1,22,23.44,0.01,5.37
2016,1,23,24.44,0.01,3.34
2016,1,24,24.8,0.71,2.0
2016,1,25,24.08,1.07,3.2
2016,1,26,24.58,0.01,1.68
2016,1,27,24.65,0.0,2.46
2016,1,28,24.48,0.1,1.7
2016,1,29,24.67,0.0,1.79
2016,1,30,23.8,0.35,4.0
2016,1,31,23.94,0.77,5.41
2016,2,1,24.23,1.19,3.7
2016,2,2,23.66,0.84,5.48
2016,2,3,24.25,0.06,5.45
2016,2,4,23.89,0.07,4.15
2016,2,5,24.55,0.1,2.55
2016,2,6,23.86,1.68,3.57
2016,2,7,21.69,1.78,8.42
2016,2,8,21.38,0.01,4.23
2016,2,9,22.18,0.01,1.09
2016,2,10,22.69,0.0,2.45
2016,2,11,23.26,0.08,5.51
2016,2,12,24.21,0.14,6.17
2016,2,13,24.61,0.03,6.54
2016,2,14,24.69,0.31,6.32
2016,2,15,24.3,1.22,8.59
2016,2,16,23.31,3.83,10.75
2016,2,17,23.19,1.96,10.64
2016,2,18,23.17,1.17,8.73
2016,2,19,23.48,0.67,5.16
2016,2,20,22.88,0.66,2.25
2016,2,21,23.94,1.61,7.52
2016,2,22,22.77,0.37,4.13
2016,2,23,22.55,1.27,1.2
2016,2,24,22.73,0.61,2.73
2016,2,25,23.09,0.39,5.59
2016,2,26,23.78,0.38,3.09
2016,2,27,23.63,0.09,3.38
2016,2,28,24.24,0.72,1.41
2016,2,29,23.91,1.47,2.88
2016,3,1,23.84,0.36,6.58
2016,3,2,21.98,0.04,4.63
2016,3,3,22.85,0.12,2.18
2016,3,4,23.05,0.03,2.7
2016,3,5,23.4,0.03,3.2
2016,3,6,24.55,0.34,2.15
2016,3,7,24.9,0.29,1.52
2016,3,8,23.55,6.64,7.8
2016,3,9,21.33,0.06,9.31
2016,3,10,22.03,0.2,10.81
2016,3,11,22.87,0.09,10.71
2016,3,12,23.43,0.08,8.75
2016,3,13,23.88,0.69,7.94
2016,3,14,24.08,2.45,4.45
2016,3,15,24.15,7.64,2.46
2016,3,16,21.99,4.88,8.17
2016,3,17,21.44,0.65,7.22
2016,3,18,22.03,0.82,6.64
2016,3,19,22.29,0.76,7.78
2016,3,20,23.17,0.75,7.38
2016,3,21,24.01,2.24,3.59
2016,3,22,24.27,1.83,1.66
2016,3,23,24.4,1.11,1.04
2016,3,24,24.51,3.35,1.44
2016,3,25,24.06,3.82,1.84
2016,3,26,23.84,0.13,2.7
2016,3,27,24.28,0.25,1.48
2016,3,28,24.68,1.4,5.59
2016,3,29,24.81,0.39,5.59
2016,3,30,24.23,0.29,2.5
2016,3,31,23.94,0.02,2.79
2016,4,1,24.16,0.06,3.82
2016,4,2,24.23,0.03,5.59
2016,4,3,24.83,0.26,6.29
2016,4,4,25.26,1.51,3.72
2016,4,5,24.65,0.66,5.68
2016,4,6,22.4,0.32,9.99
2016,4,7,23.22,1.53,9.14
2016,4,8,24.4,0.4,7.1
2016,4,9,24.21,0.55,6.23
2016,4,10,24.37,0.67,6.16
2016,4,11,24.12,1.62,8.82
2016,4,12,24.19,1.05,9.63
2016,4,13,24.18,1.47,10.38
2016,4,14,24.42,0.86,8.59
2016,4,15,24.64,0.34,6.98
2016,4,16,23.94,1.67,6.09
2016,4,17,23.4,6.52,8.44
2016,4,18,23.12,0.89,7.77
2016,4,19,23.21,0.77,6.07
2016,4,20,23.8,0.4,7.7
2016,4,21,24.32,0.31,6.93
2016,4,22,24.72,0.48,7.27
2016,4,23,24.62,1.83,8.41
2016,4,24,24.7,0.81,8.12
2016,4,25,24.89,0.45,7.22
2016,4,26,24.9,0.53,8.04
2016,4,27,24.85,0.58,9.08
2016,4,28,24.99,0.32,8.27
2016,4,29,25.07,0.23,7.16
2016,4,30,24.86,0.62,7.45
2016,5,1,24.53,1.27,8.16
2016,5,2,24.53,0.16,7.98
2016,5,3,24.26,1.35,8.16
2016,5,4,24.52,1.9,7.55
2016,5,5,25.2,0.29,3.4
2016,5,6,25.71,4.69,2.85
2016,5,7,23.91,4.75,6.48
2016,5,8,23.32,0.45,6.88
2016,5,9,23.35,2.26,7.7
2016,5,10,23.64,2.52,7.29
2016,5,11,23.36,1.06,5.62
2016,5,12,23.21,0.41,4.64
2016,5,13,23.95,0.24,3.06
2016,5,14,24.82,1.03,3.6
2016,5,15,25.45,0.34,5.31
2016,5,16,25.39,0.13,8.12
2016,5,17,25.2,1.55,9.14
2016,5,18,25.04,1.28,8.06
2016,5,19,25.19,0.85,8.05
2016,5,20,24.96,1.03,8.11
2016,5,21,25.03,1.14,8.57
2016,5,22,24.99,0.69,8.63
2016,5,23,25.01,0.91,7.0
2016,5,24,25.09,1.08,6.42
2016,5,25,24.83,2.5,5.23
2016,5,26,25.31,2.4,5.55
2016,5,27,25.41,6.32,4.95
2016,5,28,25.58,1.73,2.86
2016,5,29,25.23,0.84,2.29
2016,5,30,24.44,4.79,4.91
2016,5,31,24.09,2.7,6.97
2016,6,1,24.52,1.18,6.5
2016,6,2,24.27,0.63,6.3
2016,6,3,24.39,0.24,3.3
2016,6,4,24.13,0.88,2.32
2016,6,5,24.43,1.26,4.38
2016,6,6,24.69,1.41,7.17
2016,6,7,24.42,0.46,7.57
2016,6,8,24.9,0.72,6.95
2016,6,9,24.84,2.99,7.73
2016,6,10,25.06,1.14,7.12
2016,6,11,25.29,1.12,7.27
2016,6,12,25.69,0.98,7.05
2016,6,13,25.58,0.57,9.58
2016,6,14,25.49,3.28,9.55
2016,6,15,25.32,1.03,9.54
2016,6,16,25.24,2.63,9.77
2016,6,17,24.96,2.16,9.29
2016,6,18,25.01,0.49,8.39
2016,6,19,25.09,1.13,8.64
2016,6,20,25.08,2.2,7.59
2016,6,21,25.26,0.75,6.35
2016,6,22,25.36,0.24,7.64
2016,6,23,25.26,0.69,8.2
2016,6,24,25.28,1.9,8.15
2016,6,25,25.16,0.7,8.38
2016,6,26,24.98,0.43,7.77
2016,6,27,25.28,1.2,8.2
2016,6,28,25.61,0.71,6.9
2016,6,29,25.77,0.62,6.84
2016,6,30,25.87,0.47,8.17
2016,7,1,25.91,0.03,9.55
2016,7,2,25.59,0.99,10.08
2016,7,3,25.37,2.77,9.05
2016,7,4,25.49,1.56,7.98
2016,7,5,25.36,1.85,8.64
2016,7,6,25.61,0.55,8.05
2016,7,7,25.63,0.96,7.7
2016,7,8,25.45,0.27,8.48
2016,7,9,25.29,1.07,8.33
2016,7,10,25.53,1.09,6.55
2016,7,11,25.71,0.11,5.22
2016,7,12,25.8,0.24,6.45
2016,7,13,25.73,1.5,5.9
2016,7,14,26.08,5.27,5.82
2016,7,15,26.05,2.95,7.58
2016,7,16,25.88,0.95,6.91
2016,7,17,25.73,3.92,5.99
2016,7,18,26.31,3.02,4.66
2016,7,19,26.92,0.96,4.42
2016,7,20,26.41,1.15,7.39
2016,7,21,25.95,0.95,9.21
2016,7,22,25.8,1.18,8.88
2016,7,23,25.87,4.16,9.49
2016,7,24,26.44,33.41,8.96
2016,7,25,27.08,1.7,3.61
2016,7,26,26.65,0.06,6.43
2016,7,27,26.54,0.13,8.55
2016,7,28,26.29,0.14,9.06
2016,7,29,25.85,1.35,8.0
2016,7,30,26.19,2.15,7.4
2016,7,31,25.87,7.4,6.66
2016,8,1,26.26,2.8,7.09
2016,8,2,26.32,0.87,7.97
2016,8,3,26.3,2.34,8.0
2016,8,4,26.44,1.31,8.91
2016,8,5,26.3,0.89,8.44
2016,8,6,26.38,5.02,7.8
2016,8,7,26.86,3.07,3.52
2016,8,8,26.86,1.14,6.76
2016,8,9,26.51,0.19,7.17
2016,8,10,26.61,0.11,7.77
2016,8,11,26.5,0.45,8.34
2016,8,12,26.31,0.53,8.57
2016,8,13,26.16,0.41,7.48
2016,8,14,25.9,2.81,7.59
2016,8,15,26.09,0.72,7.27
2016,8,16,26.23,0.11,6.45
2016,8,17,25.94,0.17,6.31
2016,8,18,26.31,2.23,7.96
2016,8,19,26.15,1.17,8.27
2016,8,20,26.45,1.76,8.16
2016,8,21,25.94,4.41,5.95
2016,8,22,26.2,8.47,6.08
2016,8,23,26.93,18.28,5.22
2016,8,24,27.26,2.47,3.62
2016,8,25,26.8,0.29,6.84
2016,8,26,26.26,0.32,7.55
2016,8,27,26.02,2.65,6.88
2016,8,28,26.06,2.02,8.62
2016,8,29,26.01,0.19,8.27
2016,8,30,26.25,4.09,7.28
2016,8,31,26.75,1.65,10.1
2016,9,1,26.85,0.48,10.86
2016,9,2,26.38,2.42,9.59
2016,9,3,26.51,1.22,6.88
2016,9,4,26.83,1.76,5.02
2016,9,5,26.43,0.37,7.67
2016,9,6,26.01,2.06,6.91
2016,9,7,26.37,0.87,8.09
2016,9,8,26.23,1.65,8.24
2016,9,9,26.15,1.74,7.01
2016,9,10,25.98,1.74,6.44
2016,9,11,25.94,3.03,5.79
2016,9,12,26.15,5.7,5.95
2016,9,13,26.12,14.84,7.07
2016,9,14,25.8,8.2,6.42
2016,9,15,26.62,2.85,7.8
2016,9,16,26.74,3.28,8.79
2016,9,17,26.78,1.4,8.59
2016,9,18,26.35,0.94,8.48
2016,9,19,25.79,1.04,7.58
2016,9,20,26.0,0.71,7.31
2016,9,21,25.57,0.97,6.88
2016,9,22,26.14,2.14,6.64
2016,9,23,26.84,0.93,6.67
2016,9,24,26.97,0.06,6.44
2016,9,25,26.13,2.27,7.02
2016,9,26,26.16,1.97,8.39
2016,9,27,26.14,0.26,8.06
2016,9,28,26.26,3.22,7.09
2016,9,29,26.23,1.43,8.08
2016,9,30,26.23,1.69,8.44
2016,10,1,26.06,1.58,9.02
2016,10,2,25.96,2.43,9.18
2016,10,3,26.35,4.25,7.97
2016,10,4,26.52,4.23,6.84
2016,10,5,26.35,1.54,6.92
2016,10,6,26.15,0.12,6.86
2016,10,7,25.95,0.16,6.56
2016,10,8,25.73,0.02,5.66
2016,10,9,25.33,0.02,4.8
2016,10,10,25.38,0.66,5.63
2016,10,11,25.69,0.62,8.31
2016,10,12,25.84,0.15,8.78
2016,10,13,25.95,0.9,8.55
2016,10,14,25.84,1.09,8.67
2016,10,15,26.0,0.19,7.83
2016,10,16,25.99,0.32,6.75
2016,10,17,25.94,0.7,7.72
2016,10,18,26.16,0.16,7.72
2016,10,19,26.07,1.78,8.32
2016,10,20,25.84,1.59,8.95
2016,10,21,25.77,4.04,9.91
2016,10,22,25.55,0.8,10.15
2016,10,23,25.58,0.87,8.99
2016,10,24,25.22,1.6,7.91
2016,10,25,25.28,0.53,6.56
2016,10,26,25.43,1.95,7.09
2016,10,27,25.16,1.15,9.05
2016,10,28,25.26,1.11,9.62
2016,10,29,24.94,3.89,9.33
2016,10,30,25.33,2.57,10.0
2016,10,31,25.36,0.45,9.69
2016,11,1,25.42,0.16,8.36
2016,11,2,25.2,0.01,8.02
2016,11,3,24.82,0.16,7.64
2016,11,4,24.62,0.55,7.85
2016,11,5,25.0,0.1,8.04
2016,11,6,24.86,0.13,4.95
2016,11,7,24.15,3.01,6.09
2016,11,8,24.18,2.26,4.62
2016,11,9,25.01,0.1,2.28
2016,11,10,24.8,0.05,2.18
2016,11,11,24.93,0.01,2.98
2016,11,12,25.44,0.09,2.86
2016,11,13,25.53,0.66,5.88
2016,11,14,25.33,0.15,9.36
2016,11,15,25.37,1.97,9.34
2016,11,16,25.46,0.75,9.16
2016,11,17,25.33,0.29,8.78
2016,11,18,24.87,2.09,9.16
2016,11,19,24.71,8.26,9.7
2016,11,20,24.73,3.31,9.64
2016,11,21,24.76,6.01,8.91
2016,11,22,24.73,1.72,10.66
2016,11,23,24.55,3.7,11.2
2016,11,24,24.65,2.6,10.97
2016,11,25,24.51,0.96,10.98
2016,11,26,24.96,0.72,10.94
